"CON","NAME           ","R.A.   ","DEC.  ","COMP","OTHER NAMES               ","Mag ","Mag2","SEP  ","PA ","NOTES                                                        ","U2K","TIR","BSA","SAO   "
"PSC","51 Psc         ","00 32.4","+06 57","    ","                          ","5.7 ","9.5 ","27.5 ","83 ","A0                                                           ","171","10 ","3  ","109262"
"PSC","STF   36       ","00 32.6","+06 58","    ","                          ","5.7 ","9.5 ","27.6 ","83 ","                                                             ","171","10 ","3  ","      "
"PSC","52 Psc         ","00 32.6","+20 18","    ","h 1982                    ","5.5 ","11.7","49.6 ","300","                                                             ","126","4  ","3  ","      "
"PSC","55 Psc         ","00 39.9","+21 26","    ","STF   46                  ","5.4 ","8.7 ","6.5  ","194","CoCo; Y/B                                                    ","126","4  ","3  ","74182 "
"PSC","STT  18        ","00 42.4","+04 10","    ","                          ","7.9 ","9.9 ","1.9  ","203","                                                             ","216","10 ","3  ","      "
"PSC","65 Psc         ","00 49.9","+27 43","    ","                          ","6.3 ","6.3 ","4.4  ","297","Matched Pair                                                 ","127","4  ","3  ","74295 "
"PSC","STF   67       ","00 52.1","+10 36","    ","                          ","9   ","9.7 ","2.3  ","351","                                                             ","172","10 ","3  ","92126 "
"PSC","STF   74       ","00 54.8","+09 26","    ","                          ","8.2 ","9.2 ","3.1  ","300","                                                             ","172","10 ","3  ","109530"
"PSC","STF   82       ","01 00.7","+09 29","    ","                          ","8.8 ","9.8 ","1.8  ","305","                                                             ","172","10 ","3  ","109596"
"PSC","STF   87       ","01 05.5","+15 23","    ","                          ","8.7 ","9.4 ","6.1  ","207","Primary is a carbon star                                     ","172","10 ","3  ","92237 "
"PSC","Psi1 Psc       ","01 05.6","+21 28","    ","                          ","5.6 ","5.8 ","30   ","159","Matched Pair; W/W                                            ","127","4  ","3  ","74482 "
"PSC","77 Psc         ","01 05.8","+04 55","    ","STF   90                  ","6.8 ","7.6 ","33   ","83 ","CoCo; W/B                                                    ","217","10 ","3  ","109666"
"PSC","Burnham  303   ","01 09.7","+23 48","    ","                          ","7.3 ","7.5 ","0.7  ","290","F0                                                           ","127","4  ","3  ","      "
"PSC","STF   98       ","01 12.9","+32 05","    ","                          ","7   ","8.6 ","19.6 ","249","                                                             ","91 ","4  ","3  ","      "
"PSC","Zeta Psc       ","01 13.7","+07 35","    ","                          ","5.6 ","6.5 ","23   ","63 ","CoCo; W/Y                                                    ","172","10 ","3  ","109739"
"PSC","Phi Psc        ","01 13.8","+24 35","    ","                          ","4.7 ","9.1 ","7.9  ","227","                                                             ","127","4  ","3  ","74571 "
"PSC","STF  122       ","01 26.9","+03 32","    ","                          ","6.6 ","8.6 ","6    ","328","B8                                                           ","218","10 ","3  ","      "
"PSC","STF  129       ","01 30.3","+12 39","    ","                          ","9.2 ","9.8 ","8.8  ","283","                                                             ","173","10 ","3  ","92468 "
"PSC","100 Psc        ","01 34.8","+12 34","AB  ","                          ","7.3 ","8.4 ","15.5 ","77 ","A3                                                           ","173","10 ","3  ","      "
"PSC","STF  138       ","01 36.1","+07 39","    ","                          ","7.6 ","7.6 ","1.7  ","56 ","Carbon star SAO 110011 in field                              ","173","10 ","3  ","110001"
"PSC","STF  146       ","01 41.3","+10 07","    ","                          ","8.9 ","9   ","24.2 ","306","                                                             ","173","10 ","3  ","110058"
"PSC","107 Psc        ","01 42.6","+20 17","AB  ","h 2071                    ","5.3 ","11.7","19   ","248","Distances 65.2'' and 104.4''. An optical pair.               ","128","4  ","3  ","      "
"PSC","107 Psc        ","01 42.6","+20 17","AC  ","h 2071                    ","5.3 ","12.1","4.4  ","353","                                                             ","128","4  ","3  ","      "
"PSC","STF  155       ","01 44.3","+09 29","    ","                          ","7.2 ","7.4 ","5.1  ","325","                                                             ","173","10 ","3  ","      "
"PSC","Alpha Psc      ","02 02.0","+02 46","    ","Al Rischa (Alrescha)      ","4.2 ","5.1 ","1.8  ","267","CoCo; Gn/B; Closing slowly; 2016 sep 1.7''; PA 260 deg       ","219","10 ","3  ","110291"
"PSC","h  647         ","02 02.6","+07 36","    ","                          ","9   ","9.5 ","26   ","32 ","CoCo; Carbon star SAO 110297 in field                        ","174","10 ","3  ","      "
"PSC","STF 2959       ","22 57.1","-03 15","    ","                          ","6.6 ","10.6","11   ","116","                                                             ","258","17 ","8  ","      "
"PSC","STF 2995       ","23 16.6","-01 35","    ","                          ","7.6 ","8   ","5.2  ","33 ","                                                             ","259","17 ","8  ","      "
"PSC","STF 3009       ","23 24.3","+03 43","    ","                          ","6.6 ","9.1 ","7    ","235","                                                             ","259","17 ","8  ","128160"
"PSC","STF 3019       ","23 30.7","+05 15","    ","                          ","7.8 ","8.3 ","10.9 ","185","                                                             ","259","17 ","8  ","129216"
"PSC","STF 3030       ","23 40.7","-00 23","    ","                          ","9   ","9.5 ","2.4  ","221","                                                             ","259","17 ","8  ","146841"
"PSC","STF 3031       ","23 41.2","+06 16","    ","                          ","7.8 ","8.6 ","14.2 ","310","                                                             ","214","17 ","8  ","128326"
"PSC","STF 3033       ","23 44.0","+07 15","    ","                          ","8.1 ","8.4 ","3    ","3  ","                                                             ","170","17 ","8  ","      "
"PSC","STF 3045       ","23 54.4","+02 28","    ","                          ","8   ","9.4 ","1.7  ","272","                                                             ","215","17 ","8  ","128456"
"PSC","27 Psc         ","23 58.7","-03 33","    ","                          ","4.9 ","10.2","1.3  ","292","K0                                                           ","215","17 ","8  ","147008"
"PUP","h 3834         ","06 04.7","-45 05","AB  ","                          ","5.9 ","9.4 ","4.8  ","220","F5                                                           ","394","19 ","4  ","      "
"PUP","h 3834         ","06 04.7","-45 05","AC  ","                          ","    ","6.2 ","196.7","321","F8                                                           ","394","19 ","4  ","      "
"PUP","Dunlop  23     ","06 04.8","-48 28","    ","                          ","7.2 ","7.4 ","2.6  ","23 ","Matched Pair; Superb                                         ","394","19 ","4  ","217708"
"PUP","h 3856         ","06 22.9","-45 38","    ","                          ","6.7 ","9.7 ","34.4 ","4  ","KO                                                           ","394","19 ","4  ","217708"
"PUP","Rumker  65     ","06 29.8","-50 14","AB  ","Dunlop 30                 ","6   ","6.1 ","0.8  ","267","F2; CoCo; Y/R                                                ","422","24 ","9  ","      "
"PUP","A   30         ","06 29.8","-50 14","AC  ","                          ","    ","9   ","12.4 ","314","F2                                                           ","422","24 ","9  ","234538"
"PUP","h 3882         ","06 38.7","-45 04","AC  ","                          ","7.7 ","9.9 ","18.1 ","331","B8                                                           ","394","19 ","4  ","      "
"PUP","Dunlop  32     ","06 42.3","-38 24","    ","                          ","6.5 ","8   ","8    ","277","A3                                                           ","360","19 ","4  ","197107"
"PUP","h 3895         ","06 46.7","-47 48","    ","                          ","6.9 ","11  ","26.2 ","64 ","G5; CoCo; W/R                                                ","394","19 ","4  ","218190"
"PUP","h 3900         ","06 54.2","-34 13","    ","                          ","7.7 ","9   ","2.1  ","279","AO                                                           ","360","19 ","4  ","197334"
"PUP","Dunlop  38     ","07 04.0","-43 36","AB  ","                          ","5.6 ","7.2 ","20.5 ","122","GO GO                                                        ","395","19 ","4  ","      "
"PUP","Dunlop  38     ","07 04.0","-43 36","AC  ","                          ","    ","8.1 ","184.8","334","K2                                                           ","395","19 ","4  ","      "
"PUP","h 3928         ","07 05.0","-34 47","AB  ","                          ","6.5 ","7.6 ","3.1  ","149","FO                                                           ","361","19 ","4  ","      "
"PUP","h 3928         ","07 05.0","-34 47","AC  ","                          ","    ","10  ","37.2 ","287","                                                             ","361","19 ","4  ","      "
"PUP","h 3928         ","07 05.0","-34 47","AD  ","                          ","    ","10.8","38.7 ","125","                                                             ","361","19 ","4  ","      "
"PUP","h 3928         ","07 05.0","-34 47","AE  ","                          ","    ","13.5","18   ","301","                                                             ","361","19 ","4  ","      "
"PUP","Burnham  757   ","07 12.4","-36 33","    ","                          ","6   ","8.5 ","2.5  ","66 ","B5                                                           ","361","19 ","4  ","      "
"PUP","h 3957         ","07 22.3","-35 55","    ","                          ","7.5 ","8.8 ","7.7  ","194","F8                                                           ","361","19 ","4  ","      "
"PUP","h 3966         ","07 24.7","-37 17","    ","                          ","6.9 ","7   ","7    ","322","A3                                                           ","361","19 ","4  ","      "
"PUP","h 3968         ","07 26.0","-42 07","    ","                          ","7.3 ","12  ","25.9 ","141","K5                                                           ","395","19 ","4  ","      "
"PUP","h 3969         ","07 27.0","-34 19","    ","                          ","7   ","7.7 ","17.4 ","226","F8 F8                                                        ","361","19 ","4  ","      "
